n_agents,movement_saturation,relative_leader_influence,conversion_rate,run_id,aggregation_method,signal_representation
250,65,50,0.735632183908046,8,sum-linear,binary
250,65,50,0.5632183908045977,9,sum-linear,binary
250,65,50,0.6896551724137931,10,sum-linear,binary
250,70,50,0.5866666666666667,1,sum-linear,binary
250,70,50,0.5466666666666666,2,sum-linear,binary
250,70,50,0.68,3,sum-linear,binary
250,70,50,0.72,4,sum-linear,binary
250,70,50,0.5466666666666666,5,sum-linear,binary
250,70,50,0.56,6,sum-linear,binary
250,70,50,0.49333333333333335,7,sum-linear,binary
250,70,50,0.7066666666666667,8,sum-linear,binary
250,70,50,0.52,9,sum-linear,binary
250,70,50,0.6933333333333334,10,sum-linear,binary
250,75,50,0.6290322580645161,1,sum-linear,binary
250,75,50,0.5806451612903226,2,sum-linear,binary
250,75,50,0.6290322580645161,3,sum-linear,binary
250,75,50,0.6129032258064516,4,sum-linear,binary
250,75,50,0.6451612903225806,5,sum-linear,binary
250,75,50,0.6612903225806451,6,sum-linear,binary
250,75,50,0.5,7,sum-linear,binary
250,75,50,0.6774193548387096,8,sum-linear,binary
250,75,50,0.8064516129032258,9,sum-linear,binary
250,75,50,0.532258064516129,10,sum-linear,binary
250,80,50,0.6,1,sum-linear,binary
250,80,50,0.68,2,sum-linear,binary
250,80,50,0.62,3,sum-linear,binary
250,80,50,0.5,4,sum-linear,binary
250,80,50,0.62,5,sum-linear,binary
250,80,50,0.58,6,sum-linear,binary
250,80,50,0.76,7,sum-linear,binary
250,80,50,0.58,8,sum-linear,binary
250,80,50,0.48,9,sum-linear,binary
250,80,50,0.64,10,sum-linear,binary
250,85,50,0.7567567567567568,1,sum-linear,binary
250,85,50,0.5675675675675675,2,sum-linear,binary
250,85,50,0.8378378378378378,3,sum-linear,binary
250,85,50,0.6486486486486487,4,sum-linear,binary
250,85,50,0.8378378378378378,5,sum-linear,binary
250,85,50,0.4594594594594595,6,sum-linear,binary
250,85,50,0.6756756756756757,7,sum-linear,binary
250,85,50,0.6486486486486487,8,sum-linear,binary
250,85,50,0.6756756756756757,9,sum-linear,binary
250,85,50,0.6216216216216216,10,sum-linear,binary
250,90,50,0.68,1,sum-linear,binary
250,90,50,0.72,2,sum-linear,binary
250,90,50,0.48,3,sum-linear,binary
250,90,50,0.6,4,sum-linear,binary
250,90,50,0.72,5,sum-linear,binary
250,90,50,0.68,6,sum-linear,binary
250,90,50,0.6,7,sum-linear,binary
250,90,50,0.6,8,sum-linear,binary
250,90,50,0.72,9,sum-linear,binary
250,90,50,0.68,10,sum-linear,binary
250,95,50,0.5833333333333334,1,sum-linear,binary
250,95,50,0.6666666666666666,2,sum-linear,binary
250,95,50,0.75,3,sum-linear,binary
250,95,50,0.5833333333333334,4,sum-linear,binary
250,95,50,0.5833333333333334,5,sum-linear,binary
250,95,50,0.5833333333333334,6,sum-linear,binary
250,95,50,0.4166666666666667,7,sum-linear,binary
250,95,50,0.8333333333333334,8,sum-linear,binary
250,95,50,0.6666666666666666,9,sum-linear,binary
250,95,50,0.6666666666666666,10,sum-linear,binary
250,5,50,0.012658227848101266,1,product,binary
250,5,50,0.029535864978902954,2,product,binary
250,5,50,0.0379746835443038,3,product,binary
250,5,50,0.029535864978902954,4,product,binary
250,5,50,0.02531645569620253,5,product,binary
250,5,50,0.02531645569620253,6,product,binary
250,5,50,0.02109704641350211,7,product,binary
250,5,50,0.004219409282700422,8,product,binary
250,5,50,0.02109704641350211,9,product,binary
250,5,50,0.029535864978902954,10,product,binary
250,10,50,0.02666666666666667,1,product,binary
250,10,50,0.022222222222222223,2,product,binary
250,10,50,0.022222222222222223,3,product,binary
250,10,50,0.04,4,product,binary
250,10,50,0.013333333333333334,5,product,binary
250,10,50,0.022222222222222223,6,product,binary
250,10,50,0.057777777777777775,7,product,binary
250,10,50,0.05333333333333334,8,product,binary
250,10,50,0.02666666666666667,9,product,binary
250,10,50,0.044444444444444446,10,product,binary
250,15,50,0.02830188679245283,1,product,binary
250,15,50,0.0660377358490566,2,product,binary
250,15,50,0.05188679245283019,3,product,binary
250,15,50,0.07075471698113207,4,product,binary
250,15,50,0.04716981132075472,5,product,binary
250,15,50,0.0660377358490566,6,product,binary
250,15,50,0.05660377358490566,7,product,binary
250,15,50,0.05188679245283019,8,product,binary
250,15,50,0.05660377358490566,9,product,binary
250,15,50,0.07075471698113207,10,product,binary
250,20,50,0.105,1,product,binary
250,20,50,0.095,2,product,binary
250,20,50,0.065,3,product,binary
250,20,50,0.06,4,product,binary
250,20,50,0.045,5,product,binary
250,20,50,0.085,6,product,binary
250,20,50,0.08,7,product,binary
250,20,50,0.05,8,product,binary
250,20,50,0.085,9,product,binary
250,20,50,0.095,10,product,binary
250,25,50,0.0855614973262032,1,product,binary
250,25,50,0.13903743315508021,2,product,binary
250,25,50,0.11764705882352941,3,product,binary
250,25,50,0.06417112299465241,4,product,binary
250,25,50,0.08021390374331551,5,product,binary
250,25,50,0.08021390374331551,6,product,binary
250,25,50,0.10160427807486631,7,product,binary
250,25,50,0.09090909090909091,8,product,binary
250,25,50,0.12299465240641712,9,product,binary
250,25,50,0.11764705882352941,10,product,binary
250,30,50,0.05714285714285714,1,product,binary
250,30,50,0.12571428571428572,2,product,binary
250,30,50,0.10857142857142857,3,product,binary
250,30,50,0.05142857142857143,4,product,binary
250,30,50,0.13142857142857142,5,product,binary
250,30,50,0.12,6,product,binary
250,30,50,0.17142857142857143,7,product,binary
250,30,50,0.11428571428571428,8,product,binary
250,30,50,0.17714285714285713,9,product,binary
250,30,50,0.09714285714285714,10,product,binary
250,35,50,0.1419753086419753,1,product,binary
250,35,50,0.12962962962962962,2,product,binary
250,35,50,0.1419753086419753,3,product,binary
250,35,50,0.10493827160493827,4,product,binary
250,35,50,0.09876543209876543,5,product,binary
250,35,50,0.16049382716049382,6,product,binary
250,35,50,0.12962962962962962,7,product,binary
250,35,50,0.19135802469135801,8,product,binary
250,35,50,0.1111111111111111,9,product,binary
250,35,50,0.12345679012345678,10,product,binary
250,40,50,0.14666666666666667,1,product,binary
250,40,50,0.16,2,product,binary
250,40,50,0.10666666666666667,3,product,binary
250,40,50,0.1,4,product,binary
250,40,50,0.12,5,product,binary
250,40,50,0.12,6,product,binary
250,40,50,0.18666666666666668,7,product,binary
250,40,50,0.18,8,product,binary
250,40,50,0.15333333333333332,9,product,binary
250,40,50,0.08,10,product,binary
250,45,50,0.1897810218978102,1,product,binary
250,45,50,0.12408759124087591,2,product,binary
250,45,50,0.13138686131386862,3,product,binary
250,45,50,0.12408759124087591,4,product,binary
250,45,50,0.25547445255474455,5,product,binary
250,45,50,0.17518248175182483,6,product,binary
250,45,50,0.08029197080291971,7,product,binary
250,45,50,0.13138686131386862,8,product,binary
250,45,50,0.19708029197080293,9,product,binary
250,45,50,0.24087591240875914,10,product,binary
250,50,50,0.144,1,product,binary
250,50,50,0.224,2,product,binary
250,50,50,0.264,3,product,binary
250,50,50,0.2,4,product,binary
250,50,50,0.2,5,product,binary
250,50,50,0.144,6,product,binary
250,50,50,0.144,7,product,binary
250,50,50,0.136,8,product,binary
250,50,50,0.184,9,product,binary
250,50,50,0.168,10,product,binary
250,55,50,0.24107142857142858,1,product,binary
250,55,50,0.16071428571428573,2,product,binary
250,55,50,0.24107142857142858,3,product,binary
250,55,50,0.13392857142857142,4,product,binary
250,55,50,0.19642857142857142,5,product,binary
250,55,50,0.21428571428571427,6,product,binary
250,55,50,0.17857142857142858,7,product,binary
250,55,50,0.10714285714285714,8,product,binary
250,55,50,0.16964285714285715,9,product,binary
250,55,50,0.10714285714285714,10,product,binary
250,60,50,0.17,1,product,binary
250,60,50,0.33,2,product,binary
250,60,50,0.21,3,product,binary
250,60,50,0.2,4,product,binary
250,60,50,0.16,5,product,binary
250,60,50,0.17,6,product,binary
250,60,50,0.16,7,product,binary
250,60,50,0.23,8,product,binary
250,60,50,0.12,9,product,binary
250,60,50,0.26,10,product,binary
250,65,50,0.11494252873563218,1,product,binary
250,65,50,0.1724137931034483,2,product,binary
250,65,50,0.22988505747126436,3,product,binary
250,65,50,0.1724137931034483,4,product,binary
250,65,50,0.19540229885057472,5,product,binary
250,65,50,0.12643678160919541,6,product,binary
250,65,50,0.22988505747126436,7,product,binary
250,65,50,0.16091954022988506,8,product,binary
250,65,50,0.14942528735632185,9,product,binary
250,65,50,0.1724137931034483,10,product,binary
250,70,50,0.14666666666666667,1,product,binary
250,70,50,0.3333333333333333,2,product,binary
250,70,50,0.21333333333333335,3,product,binary
250,70,50,0.22666666666666666,4,product,binary
250,70,50,0.10666666666666667,5,product,binary
250,70,50,0.4,6,product,binary
250,70,50,0.13333333333333333,7,product,binary
250,70,50,0.21333333333333335,8,product,binary
250,70,50,0.25333333333333335,9,product,binary
250,70,50,0.26666666666666666,10,product,binary
250,75,50,0.11290322580645161,1,product,binary
250,75,50,0.0967741935483871,2,product,binary
250,75,50,0.20967741935483872,3,product,binary
250,75,50,0.16129032258064516,4,product,binary
250,75,50,0.27419354838709675,5,product,binary
250,75,50,0.1935483870967742,6,product,binary
250,75,50,0.1935483870967742,7,product,binary
250,75,50,0.12903225806451613,8,product,binary
250,75,50,0.25806451612903225,9,product,binary
250,75,50,0.2903225806451613,10,product,binary
250,80,50,0.3,1,product,binary
250,80,50,0.34,2,product,binary
250,80,50,0.26,3,product,binary
250,80,50,0.14,4,product,binary
250,80,50,0.28,5,product,binary
250,80,50,0.2,6,product,binary
250,80,50,0.28,7,product,binary
250,80,50,0.26,8,product,binary
250,80,50,0.28,9,product,binary
250,80,50,0.2,10,product,binary
250,85,50,0.40540540540540543,1,product,binary
250,85,50,0.10810810810810811,2,product,binary
250,85,50,0.1891891891891892,3,product,binary
250,85,50,0.16216216216216217,4,product,binary
250,85,50,0.2702702702702703,5,product,binary
250,85,50,0.2972972972972973,6,product,binary
250,85,50,0.21621621621621623,7,product,binary
250,85,50,0.10810810810810811,8,product,binary
250,85,50,0.1891891891891892,9,product,binary
250,85,50,0.3783783783783784,10,product,binary
250,90,50,0.32,1,product,binary
250,90,50,0.16,2,product,binary
250,90,50,0.2,3,product,binary
250,90,50,0.16,4,product,binary
250,90,50,0.32,5,product,binary
250,90,50,0.12,6,product,binary
250,90,50,0.16,7,product,binary
250,90,50,0.12,8,product,binary
250,90,50,0.32,9,product,binary
250,90,50,0.24,10,product,binary
250,95,50,0,1,product,binary
250,95,50,0.16666666666666666,2,product,binary
250,95,50,0.08333333333333333,3,product,binary
250,95,50,0,4,product,binary
250,95,50,0,5,product,binary
250,95,50,0.08333333333333333,6,product,binary
250,95,50,0.4166666666666667,7,product,binary
250,95,50,0.3333333333333333,8,product,binary
250,95,50,0.25,9,product,binary
250,95,50,0.3333333333333333,10,product,binary
500,5,50,0.3473684210526316,1,sum-linear,binary
500,5,50,0.3873684210526316,2,sum-linear,binary
500,5,50,0.3936842105263158,3,sum-linear,binary
500,5,50,0.40210526315789474,4,sum-linear,binary
500,5,50,0.4421052631578947,5,sum-linear,binary
500,5,50,0.42526315789473684,6,sum-linear,binary
500,5,50,0.45052631578947366,7,sum-linear,binary
500,5,50,0.37684210526315787,8,sum-linear,binary
500,5,50,0.3894736842105263,9,sum-linear,binary
500,5,50,0.3642105263157895,10,sum-linear,binary
500,10,50,0.37777777777777777,1,sum-linear,binary
500,10,50,0.4266666666666667,2,sum-linear,binary
500,10,50,0.43555555555555553,3,sum-linear,binary
500,10,50,0.41555555555555557,4,sum-linear,binary
500,10,50,0.3933333333333333,5,sum-linear,binary
500,10,50,0.43333333333333335,6,sum-linear,binary
500,10,50,0.5044444444444445,7,sum-linear,binary
500,10,50,0.5222222222222223,8,sum-linear,binary
500,10,50,0.4,9,sum-linear,binary
500,10,50,0.4688888888888889,10,sum-linear,binary
500,15,50,0.43058823529411766,1,sum-linear,binary
500,15,50,0.38823529411764707,2,sum-linear,binary
500,15,50,0.5223529411764706,3,sum-linear,binary
500,15,50,0.548235294117647,4,sum-linear,binary
500,15,50,0.4376470588235294,5,sum-linear,binary
500,15,50,0.4447058823529412,6,sum-linear,binary
500,15,50,0.5341176470588235,7,sum-linear,binary
500,15,50,0.46352941176470586,8,sum-linear,binary
500,15,50,0.4611764705882353,9,sum-linear,binary
500,15,50,0.4,10,sum-linear,binary
500,20,50,0.4325,1,sum-linear,binary
500,20,50,0.4325,2,sum-linear,binary
500,20,50,0.3625,3,sum-linear,binary
500,20,50,0.4675,4,sum-linear,binary
500,20,50,0.4975,5,sum-linear,binary
500,20,50,0.47,6,sum-linear,binary
500,20,50,0.505,7,sum-linear,binary
500,20,50,0.4125,8,sum-linear,binary
500,20,50,0.42,9,sum-linear,binary
500,20,50,0.42,10,sum-linear,binary
500,25,50,0.44533333333333336,1,sum-linear,binary
500,25,50,0.4613333333333333,2,sum-linear,binary
500,25,50,0.43733333333333335,3,sum-linear,binary
500,25,50,0.5306666666666666,4,sum-linear,binary
500,25,50,0.44,5,sum-linear,binary
500,25,50,0.4026666666666667,6,sum-linear,binary
500,25,50,0.464,7,sum-linear,binary
500,25,50,0.448,8,sum-linear,binary
500,25,50,0.472,9,sum-linear,binary
500,25,50,0.4746666666666667,10,sum-linear,binary
500,30,50,0.48,1,sum-linear,binary
500,30,50,0.5285714285714286,2,sum-linear,binary
500,30,50,0.46,3,sum-linear,binary
500,30,50,0.5857142857142857,4,sum-linear,binary
500,30,50,0.43142857142857144,5,sum-linear,binary
500,30,50,0.5742857142857143,6,sum-linear,binary
500,30,50,0.4685714285714286,7,sum-linear,binary
500,30,50,0.43142857142857144,8,sum-linear,binary
500,30,50,0.48,9,sum-linear,binary
500,30,50,0.5542857142857143,10,sum-linear,binary
500,35,50,0.40923076923076923,1,sum-linear,binary
500,35,50,0.4430769230769231,2,sum-linear,binary
500,35,50,0.5692307692307692,3,sum-linear,binary
500,35,50,0.5015384615384615,4,sum-linear,binary
500,35,50,0.4246153846153846,5,sum-linear,binary
500,35,50,0.49538461538461537,6,sum-linear,binary
500,35,50,0.4584615384615385,7,sum-linear,binary
500,35,50,0.4553846153846154,8,sum-linear,binary
500,35,50,0.48307692307692307,9,sum-linear,binary
500,35,50,0.42153846153846153,10,sum-linear,binary
500,40,50,0.44,1,sum-linear,binary
500,40,50,0.59,2,sum-linear,binary
500,40,50,0.4633333333333333,3,sum-linear,binary
500,40,50,0.6133333333333333,4,sum-linear,binary
500,40,50,0.5666666666666667,5,sum-linear,binary
500,40,50,0.43333333333333335,6,sum-linear,binary
500,40,50,0.43333333333333335,7,sum-linear,binary
500,40,50,0.46,8,sum-linear,binary
500,40,50,0.45666666666666667,9,sum-linear,binary
500,40,50,0.6,10,sum-linear,binary
500,45,50,0.43272727272727274,1,sum-linear,binary
500,45,50,0.5272727272727272,2,sum-linear,binary
500,45,50,0.5927272727272728,3,sum-linear,binary
500,45,50,0.48727272727272725,4,sum-linear,binary
500,45,50,0.5709090909090909,5,sum-linear,binary
500,45,50,0.5381818181818182,6,sum-linear,binary
500,45,50,0.5709090909090909,7,sum-linear,binary
500,45,50,0.6545454545454545,8,sum-linear,binary
500,45,50,0.49818181818181817,9,sum-linear,binary
500,45,50,0.49818181818181817,10,sum-linear,binary
500,50,50,0.516,1,sum-linear,binary
500,50,50,0.508,2,sum-linear,binary
500,50,50,0.484,3,sum-linear,binary
500,50,50,0.492,4,sum-linear,binary
500,50,50,0.472,5,sum-linear,binary
500,50,50,0.568,6,sum-linear,binary
500,50,50,0.5,7,sum-linear,binary
500,50,50,0.504,8,sum-linear,binary
500,50,50,0.568,9,sum-linear,binary
500,50,50,0.584,10,sum-linear,binary
500,55,50,0.5377777777777778,1,sum-linear,binary
500,55,50,0.5911111111111111,2,sum-linear,binary
500,55,50,0.5511111111111111,3,sum-linear,binary
500,55,50,0.49333333333333335,4,sum-linear,binary
500,55,50,0.5333333333333333,5,sum-linear,binary
500,55,50,0.5288888888888889,6,sum-linear,binary
500,55,50,0.6177777777777778,7,sum-linear,binary
500,55,50,0.48,8,sum-linear,binary
500,55,50,0.6311111111111111,9,sum-linear,binary
500,55,50,0.5555555555555556,10,sum-linear,binary
500,60,50,0.515,1,sum-linear,binary
500,60,50,0.485,2,sum-linear,binary
500,60,50,0.545,3,sum-linear,binary
500,60,50,0.555,4,sum-linear,binary
500,60,50,0.63,5,sum-linear,binary
500,60,50,0.62,6,sum-linear,binary
500,60,50,0.545,7,sum-linear,binary
500,60,50,0.6,8,sum-linear,binary
500,60,50,0.46,9,sum-linear,binary
500,60,50,0.535,10,sum-linear,binary
500,65,50,0.5428571428571428,1,sum-linear,binary
500,65,50,0.5485714285714286,2,sum-linear,binary
500,65,50,0.6228571428571429,3,sum-linear,binary
500,65,50,0.5257142857142857,4,sum-linear,binary
500,65,50,0.5028571428571429,5,sum-linear,binary
500,65,50,0.5542857142857143,6,sum-linear,binary
500,65,50,0.6628571428571428,7,sum-linear,binary
500,65,50,0.5942857142857143,8,sum-linear,binary
500,65,50,0.5485714285714286,9,sum-linear,binary
500,65,50,0.68,10,sum-linear,binary
500,70,50,0.5666666666666667,1,sum-linear,binary
500,70,50,0.6333333333333333,2,sum-linear,binary
500,70,50,0.6,3,sum-linear,binary
500,70,50,0.5333333333333333,4,sum-linear,binary
500,70,50,0.62,5,sum-linear,binary
500,70,50,0.58,6,sum-linear,binary
500,70,50,0.74,7,sum-linear,binary
500,70,50,0.6133333333333333,8,sum-linear,binary
500,70,50,0.58,9,sum-linear,binary
500,70,50,0.5533333333333333,10,sum-linear,binary
500,75,50,0.64,1,sum-linear,binary
500,75,50,0.528,2,sum-linear,binary
500,75,50,0.656,3,sum-linear,binary
500,75,50,0.664,4,sum-linear,binary
500,75,50,0.664,5,sum-linear,binary
500,75,50,0.608,6,sum-linear,binary
500,75,50,0.472,7,sum-linear,binary
500,75,50,0.656,8,sum-linear,binary
500,75,50,0.512,9,sum-linear,binary
500,75,50,0.624,10,sum-linear,binary
500,80,50,0.63,1,sum-linear,binary
500,80,50,0.67,2,sum-linear,binary
500,80,50,0.63,3,sum-linear,binary
500,80,50,0.66,4,sum-linear,binary
500,80,50,0.63,5,sum-linear,binary
500,80,50,0.7,6,sum-linear,binary
500,80,50,0.63,7,sum-linear,binary
500,80,50,0.67,8,sum-linear,binary
500,80,50,0.54,9,sum-linear,binary
500,80,50,0.71,10,sum-linear,binary
500,85,50,0.6533333333333333,1,sum-linear,binary
500,85,50,0.64,2,sum-linear,binary
500,85,50,0.5866666666666667,3,sum-linear,binary
500,85,50,0.72,4,sum-linear,binary
500,85,50,0.5466666666666666,5,sum-linear,binary
500,85,50,0.5733333333333334,6,sum-linear,binary
500,85,50,0.6666666666666666,7,sum-linear,binary
500,85,50,0.6,8,sum-linear,binary
500,85,50,0.5466666666666666,9,sum-linear,binary
500,85,50,0.6133333333333333,10,sum-linear,binary
500,90,50,0.5,1,sum-linear,binary
500,90,50,0.5,2,sum-linear,binary
500,90,50,0.6,3,sum-linear,binary
500,90,50,0.64,4,sum-linear,binary
500,90,50,0.54,5,sum-linear,binary
500,90,50,0.64,6,sum-linear,binary
500,90,50,0.62,7,sum-linear,binary
500,90,50,0.42,8,sum-linear,binary
500,90,50,0.56,9,sum-linear,binary
500,90,50,0.72,10,sum-linear,binary
500,95,50,0.56,1,sum-linear,binary
500,95,50,0.44,2,sum-linear,binary
500,95,50,0.76,3,sum-linear,binary
500,95,50,0.56,4,sum-linear,binary
500,95,50,0.68,5,sum-linear,binary
500,95,50,0.52,6,sum-linear,binary
500,95,50,0.68,7,sum-linear,binary
500,95,50,0.64,8,sum-linear,binary
500,95,50,0.56,9,sum-linear,binary
500,95,50,0.56,10,sum-linear,binary
500,5,50,0.023157894736842106,1,product,binary
500,5,50,0.02526315789473684,2,product,binary
500,5,50,0.014736842105263158,3,product,binary
500,5,50,0.014736842105263158,4,product,binary
500,5,50,0.02526315789473684,5,product,binary
500,5,50,0.021052631578947368,6,product,binary
500,5,50,0.02526315789473684,7,product,binary
500,5,50,0.029473684210526315,8,product,binary
500,5,50,0.014736842105263158,9,product,binary
500,5,50,0.010526315789473684,10,product,binary
500,10,50,0.04,1,product,binary
500,10,50,0.051111111111111114,2,product,binary
500,10,50,0.05333333333333334,3,product,binary
500,10,50,0.03111111111111111,4,product,binary
500,10,50,0.03111111111111111,5,product,binary
500,10,50,0.04,6,product,binary
500,10,50,0.051111111111111114,7,product,binary
500,10,50,0.06444444444444444,8,product,binary
500,10,50,0.035555555555555556,9,product,binary
500,10,50,0.051111111111111114,10,product,binary
500,15,50,0.05176470588235294,1,product,binary
500,15,50,0.07058823529411765,2,product,binary
500,15,50,0.08,3,product,binary
500,15,50,0.0611764705882353,4,product,binary
500,15,50,0.06823529411764706,5,product,binary
500,15,50,0.04470588235294118,6,product,binary
500,15,50,0.06352941176470588,7,product,binary
500,15,50,0.05176470588235294,8,product,binary
500,15,50,0.07529411764705882,9,product,binary
500,15,50,0.05176470588235294,10,product,binary
500,20,50,0.0925,1,product,binary
500,20,50,0.0925,2,product,binary
500,20,50,0.0525,3,product,binary
500,20,50,0.0725,4,product,binary
500,20,50,0.07,5,product,binary
500,20,50,0.0875,6,product,binary
500,20,50,0.0875,7,product,binary
500,20,50,0.06,8,product,binary
500,20,50,0.0675,9,product,binary
500,20,50,0.045,10,product,binary
500,25,50,0.072,1,product,binary
500,25,50,0.10933333333333334,2,product,binary
500,25,50,0.08533333333333333,3,product,binary
500,25,50,0.144,4,product,binary
500,25,50,0.088,5,product,binary
500,25,50,0.08266666666666667,6,product,binary
500,25,50,0.072,7,product,binary
500,25,50,0.10933333333333334,8,product,binary
500,25,50,0.07733333333333334,9,product,binary
500,25,50,0.128,10,product,binary
500,30,50,0.08,1,product,binary
500,30,50,0.08285714285714285,2,product,binary
500,30,50,0.08571428571428572,3,product,binary
500,30,50,0.07714285714285714,4,product,binary
500,30,50,0.08571428571428572,5,product,binary
500,30,50,0.09428571428571429,6,product,binary
500,30,50,0.06285714285714286,7,product,binary
500,30,50,0.13428571428571429,8,product,binary
500,30,50,0.12285714285714286,9,product,binary
500,30,50,0.08571428571428572,10,product,binary
500,35,50,0.12307692307692308,1,product,binary
500,35,50,0.15076923076923077,2,product,binary
500,35,50,0.11384615384615385,3,product,binary
500,35,50,0.19076923076923077,4,product,binary
500,35,50,0.1476923076923077,5,product,binary
500,35,50,0.11692307692307692,6,product,binary
500,35,50,0.11384615384615385,7,product,binary
500,35,50,0.1076923076923077,8,product,binary
500,35,50,0.08923076923076922,9,product,binary
500,35,50,0.1723076923076923,10,product,binary
500,40,50,0.17333333333333334,1,product,binary
500,40,50,0.12,2,product,binary
500,40,50,0.13666666666666666,3,product,binary
500,40,50,0.11666666666666667,4,product,binary
500,40,50,0.09666666666666666,5,product,binary
500,40,50,0.17666666666666667,6,product,binary
500,40,50,0.14333333333333334,7,product,binary
500,40,50,0.17666666666666667,8,product,binary
500,40,50,0.21333333333333335,9,product,binary
500,40,50,0.2,10,product,binary
500,45,50,0.1890909090909091,1,product,binary
500,45,50,0.14181818181818182,2,product,binary
500,45,50,0.1781818181818182,3,product,binary
500,45,50,0.1890909090909091,4,product,binary
500,45,50,0.14181818181818182,5,product,binary
500,45,50,0.2581818181818182,6,product,binary
500,45,50,0.17454545454545456,7,product,binary
500,45,50,0.14545454545454545,8,product,binary
500,45,50,0.12727272727272726,9,product,binary
500,45,50,0.20363636363636364,10,product,binary
500,50,50,0.12,1,product,binary
500,50,50,0.14,2,product,binary
500,50,50,0.192,3,product,binary
500,50,50,0.12,4,product,binary
500,50,50,0.148,5,product,binary
500,50,50,0.232,6,product,binary
500,50,50,0.096,7,product,binary
500,50,50,0.156,8,product,binary
500,50,50,0.148,9,product,binary
500,50,50,0.14,10,product,binary
500,55,50,0.21333333333333335,1,product,binary
500,55,50,0.18222222222222223,2,product,binary
500,55,50,0.1511111111111111,3,product,binary
500,55,50,0.2,4,product,binary
500,55,50,0.1288888888888889,5,product,binary
500,55,50,0.21777777777777776,6,product,binary
500,55,50,0.24888888888888888,7,product,binary
500,55,50,0.24,8,product,binary
500,55,50,0.23555555555555555,9,product,binary
500,55,50,0.26222222222222225,10,product,binary
500,60,50,0.145,1,product,binary
500,60,50,0.24,2,product,binary
500,60,50,0.195,3,product,binary
500,60,50,0.215,4,product,binary
500,60,50,0.25,5,product,binary
500,60,50,0.115,6,product,binary
500,60,50,0.13,7,product,binary
500,60,50,0.14,8,product,binary
500,60,50,0.155,9,product,binary
500,60,50,0.265,10,product,binary
500,65,50,0.2057142857142857,1,product,binary
500,65,50,0.13714285714285715,2,product,binary
500,65,50,0.17142857142857143,3,product,binary
500,65,50,0.16,4,product,binary
500,65,50,0.18285714285714286,5,product,binary
500,65,50,0.32571428571428573,6,product,binary
500,65,50,0.16,7,product,binary
500,65,50,0.16,8,product,binary
500,65,50,0.13714285714285715,9,product,binary
500,65,50,0.10857142857142857,10,product,binary
500,70,50,0.2,1,product,binary
500,70,50,0.3933333333333333,2,product,binary
500,70,50,0.14666666666666667,3,product,binary
500,70,50,0.24,4,product,binary
500,70,50,0.14,5,product,binary
500,70,50,0.24666666666666667,6,product,binary
500,70,50,0.11333333333333333,7,product,binary
500,70,50,0.21333333333333335,8,product,binary
500,70,50,0.14,9,product,binary
500,70,50,0.16666666666666666,10,product,binary
500,75,50,0.136,1,product,binary
500,75,50,0.12,2,product,binary
500,75,50,0.144,3,product,binary
500,75,50,0.264,4,product,binary
500,75,50,0.152,5,product,binary
500,75,50,0.272,6,product,binary
500,75,50,0.4,7,product,binary
500,75,50,0.224,8,product,binary
500,75,50,0.168,9,product,binary
500,75,50,0.088,10,product,binary
500,80,50,0.32,1,product,binary
500,80,50,0.33,2,product,binary
500,80,50,0.14,3,product,binary
500,80,50,0.29,4,product,binary
500,80,50,0.34,5,product,binary
500,80,50,0.16,6,product,binary
500,80,50,0.11,7,product,binary
500,80,50,0.2,8,product,binary
500,80,50,0.28,9,product,binary
500,80,50,0.14,10,product,binary
500,85,50,0.28,1,product,binary
500,85,50,0.17333333333333334,2,product,binary
500,85,50,0.10666666666666667,3,product,binary
500,85,50,0.14666666666666667,4,product,binary
500,85,50,0.41333333333333333,5,product,binary
500,85,50,0.2,6,product,binary
500,85,50,0.17333333333333334,7,product,binary
500,85,50,0.21333333333333335,8,product,binary
500,85,50,0.12,9,product,binary
500,85,50,0.18666666666666668,10,product,binary
500,90,50,0.06,1,product,binary
500,90,50,0.08,2,product,binary
500,90,50,0.08,3,product,binary
500,90,50,0.22,4,product,binary
500,90,50,0.1,5,product,binary
500,90,50,0.22,6,product,binary
500,90,50,0.2,7,product,binary
500,90,50,0.34,8,product,binary
500,90,50,0.24,9,product,binary
500,90,50,0.2,10,product,binary
500,95,50,0.16,1,product,binary
500,95,50,0.2,2,product,binary
500,95,50,0.12,3,product,binary
500,95,50,0.08,4,product,binary
500,95,50,0.28,5,product,binary
500,95,50,0.24,6,product,binary
500,95,50,0.36,7,product,binary
500,95,50,0.48,8,product,binary
500,95,50,0.12,9,product,binary
500,95,50,0.36,10,product,binary
1000,5,50,0.47789473684210526,1,sum-linear,binary
1000,5,50,0.4536842105263158,2,sum-linear,binary
1000,5,50,0.40421052631578946,3,sum-linear,binary
1000,5,50,0.3821052631578947,4,sum-linear,binary
1000,5,50,0.3957894736842105,5,sum-linear,binary
1000,5,50,0.46210526315789474,6,sum-linear,binary
1000,5,50,0.3684210526315789,7,sum-linear,binary
1000,5,50,0.4063157894736842,8,sum-linear,binary
1000,5,50,0.3968421052631579,9,sum-linear,binary
1000,5,50,0.48526315789473684,10,sum-linear,binary
1000,10,50,0.4033333333333333,1,sum-linear,binary
1000,10,50,0.4111111111111111,2,sum-linear,binary
1000,10,50,0.4722222222222222,3,sum-linear,binary
1000,10,50,0.37666666666666665,4,sum-linear,binary
