run_id,tick,n_agents,movement_saturation,relative_leader_influence,log_recruitment_strictness,log_desertion_strictness,social_influence,n_signals,new_signal_rate,leader_values,leader_election,leader_lifespan,n_ticks_total,data_interval,signal_representation,conversion_rate,desertion_rate,conversion_rate_A,conversion_rate_B,conversion_rate_C,conversion_rate_D,conversion_rate_E,converted_A,converted_B,converted_C,converted_D,converted_E,deserted_A,deserted_B,deserted_C,deserted_D,deserted_E,outsiders_A,outsiders_B,outsiders_C,outsiders_D,outsiders_E,count_eas,count_non_eas,ea_A,ea_B,ea_C,ea_D,ea_E,profile_A_total,profile_B_total,profile_C_total,profile_D_total,profile_E_total,leader_value_profile,mean_signals_eas,mean_signals_outsiders,mean_signals_leader,sd_signals_eas,sd_signals_outsiders,mean_time_eas,mean_time_noneas,mean_time_all,ea_align_0_0.05,ea_align_0.05_0.1,ea_align_0.1_0.15,ea_align_0.15_0.2,ea_align_0.2_0.25,ea_align_0.25_0.3,ea_align_0.3_0.35,ea_align_0.35_0.4,ea_align_0.4_0.45,ea_align_0.45_0.5,ea_align_0.5_0.55,ea_align_0.55_0.6,ea_align_0.6_0.65,ea_align_0.65_0.7,ea_align_0.7_0.75,ea_align_0.75_0.8,ea_align_0.8_0.85,ea_align_0.85_0.9,ea_align_0.9_0.95,ea_align_0.95_1,nonea_align_0_0.05,nonea_align_0.05_0.1,nonea_align_0.1_0.15,nonea_align_0.15_0.2,nonea_align_0.2_0.25,nonea_align_0.25_0.3,nonea_align_0.3_0.35,nonea_align_0.35_0.4,nonea_align_0.4_0.45,nonea_align_0.45_0.5,nonea_align_0.5_0.55,nonea_align_0.55_0.6,nonea_align_0.6_0.65,nonea_align_0.65_0.7,nonea_align_0.7_0.75,nonea_align_0.75_0.8,nonea_align_0.8_0.85,nonea_align_0.85_0.9,nonea_align_0.9_0.95,nonea_align_0.95_1,ea_signal_weight_0_mean,ea_signal_weight_0_sd,ea_signal_weight_1_mean,ea_signal_weight_1_sd,ea_signal_weight_2_mean,ea_signal_weight_2_sd,ea_signal_weight_3_mean,ea_signal_weight_3_sd,ea_signal_weight_4_mean,ea_signal_weight_4_sd,ea_signal_weight_5_mean,ea_signal_weight_5_sd,nonea_signal_weight_0_mean,nonea_signal_weight_0_sd,nonea_signal_weight_1_mean,nonea_signal_weight_1_sd,nonea_signal_weight_2_mean,nonea_signal_weight_2_sd,nonea_signal_weight_3_mean,nonea_signal_weight_3_sd,nonea_signal_weight_4_mean,nonea_signal_weight_4_sd,nonea_signal_weight_5_mean,nonea_signal_weight_5_sd,leader_signal_weight_0_mean,leader_signal_weight_0_sd,leader_signal_weight_1_mean,leader_signal_weight_1_sd,leader_signal_weight_2_mean,leader_signal_weight_2_sd,leader_signal_weight_3_mean,leader_signal_weight_3_sd,leader_signal_weight_4_mean,leader_signal_weight_4_sd,leader_signal_weight_5_mean,leader_signal_weight_5_sd
1,0,500,5,90,0.5,-0.5,0.1,5,80,random,random-ea,4,20,1,categorical,0.14805825242718446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,126,178,115,37,24,475,14,9,1,0,0,34,135,179,115,37,A,2.191666666666667,3.8037894736842106,1.6,1.0713678787665144,1.203506162373702,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4,3,2,9,2,0,0,0,4,10,27,15,19,25,85,63,46,38,23,21,27,48,12,7,5,0.2958333333333333,0.2467689760408141,0.3258333333333333,0.08139632865701366,0.24250000000000005,0.12476935242417438,0.10869166666666664,0.13693144243575403,0.02564583333333333,0.024722142498378757,0.0014958333333333334,0.00607449974083869,0.02652884210526308,0.09685055122126658,0.13555263157894729,0.16809718585014896,0.1937789473684218,0.12912184568323382,0.35523031578947367,0.2709748706312323,0.1955305263157897,0.1730460708354255,0.09337873684210575,0.12160952205703755,0.5,NA,0.3,NA,0.15,NA,0.0399,NA,0.01,NA,1.0E-4,NA
1,1,500,5,90,0.5,-0.5,0.1,5,80,random,random-ea,4,20,1,categorical,0.05473684210526316,0,0.7368421052631579,0.07936507936507936,0.0056179775280898875,0.008695652173913044,0,14,10,1,1,0,0,0,0,0,0,19,126,178,115,37,24,475,14,9,1,0,0,34,135,179,115,37,A,2.2333333333333334,3.7953684210526317,1.8,1.1281972928759667,1.2122217157147204,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4,3,2,9,2,0,0,0,4,10,27,15,19,25,85,63,46,38,23,21,27,48,12,7,5,0.2923204025759782,0.24337154139697903,0.3331253268662414,0.08264978410499886,0.23867334706877283,0.12137675463633016,0.10764032287889065,0.13331034789774374,0.025958275963623847,0.025892451338851832,0.002282324646493127,0.00626902332768667,0.026528842105263073,0.09685055122126654,0.1355526315789473,0.16809718585014907,0.19377894736842174,0.1291218456832338,0.3552303157894736,0.2709748706312323,0.19553052631578982,0.17304607083542548,0.09337873684210575,0.12160952205703791,0.5,NA,0.3,NA,0.15,NA,0.0399,NA,0.01,NA,1.0E-4,NA
1,2,500,5,90,0.5,-0.5,0.1,5,80,random,random-ea,4,20,1,categorical,0.0641025641025641,0,0.25,0.20168067226890757,0.010638297872340425,0.008928571428571428,0,3,24,2,1,0,0,0,0,0,0,12,119,188,112,37,31,468,19,10,1,1,0,32,129,189,113,37,A,2.206451612903226,3.8606837606837607,1.8,1.0610994922172687,1.1683043159931727,2.4193548387096775,2.730769230769231,2.712,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,7,8,12,0,0,0,0,1,17,8,11,12,46,39,40,82,73,16,18,26,49,21,9,0,0.30166449235283316,0.23609585989052834,0.32926833261421384,0.09220014646476768,0.22344390789803154,0.11432832055967806,0.10113037537289786,0.12248302668589399,0.035790197443372807,0.07135527059237073,0.00870269431865077,0.03767853242842496,0.017584829059828933,0.06667397269134392,0.12920726495726495,0.16804607616913836,0.1900534188034195,0.12785350008088747,0.3829168803418803,0.2697244634857336,0.19771474358974414,0.1713526340612245,0.08252286324786368,0.11936070900915255,0.5,NA,0.3,NA,0.15,NA,0.0399,NA,0.01,NA,1.0E-4,NA
1,3,500,5,90,0.5,-0.5,0.1,5,80,random,random-ea,4,20,1,categorical,0.04585152838427948,0,0.3125,0.11607142857142858,0.01015228426395939,0.01020408163265306,0,5,13,2,1,0,0,0,0,0,0,16,112,197,98,35,41,458,16,24,0,1,0,33,136,197,99,35,A,2.4048780487804877,3.816593886462882,2,0.9325148423126713,1.1522328945195546,2.6097560975609757,3.1768558951965065,3.132,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,12,7,12,1,0,0,0,1,0,22,8,14,10,69,42,79,56,38,13,24,48,20,12,2,0.18599462502143824,0.22391742098462458,0.3772541986679633,0.06815931443946867,0.2862581929353793,0.1196705293725008,0.10763569930571257,0.0555371611507223,0.036678218570171645,0.05882613378415938,0.006179065499334843,0.0331411151517061,0.02127183406113528,0.07489867709622464,0.12879039301310052,0.16850318892455557,0.18715065502183456,0.1262231760164666,0.4072814410480348,0.26952827595013024,0.1892445414847164,0.16786773612012348,0.06626113537117914,0.11308544946238029,0.5,NA,0.3,NA,0.15,NA,0.0399,NA,0.01,NA,1.0E-4,NA
1,4,500,5,90,0.5,-0.5,0.1,5,80,random,random-ea,4,20,1,categorical,0.07974137931034483,0.02857142857142857,0.28,0.2647058823529412,0.015463917525773196,0,0,7,27,3,0,0,0,0,0,1,0,25,102,194,107,36,35,464,12,21,1,1,0,38,123,195,108,36,A,2.394285714285714,3.779310344827586,1.8,0.9522939204896985,1.1593605203330082,2.7714285714285714,3.4224137931034484,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9,8,10,4,0,0,0,0,1,6,17,4,26,22,39,64,116,30,16,22,42,23,26,10,0.15048374919058582,0.1986003467918017,0.3793687710432097,0.09098216846550837,0.291756370334951,0.12140114294518319,0.12838497831528614,0.11169542794827621,0.042233587024057946,0.06623995342827514,0.007772544091909317,0.035179014315436165,0.02826961206896544,0.0899821410350341,0.12712607758620706,0.16754306608904088,0.1811637931034486,0.12168606309634647,0.412788577586207,0.26546794931868234,0.1943081896551729,0.17041819626275165,0.056343750000000185,0.10927112654732825,0.5,NA,0.3,NA,0.15,NA,0.0399,NA,0.01,NA,1.0E-4,NA
1,5,500,5,90,0.5,-0.5,0.1,5,80,random,random-ea,4,20,1,categorical,0.11777777777777777,0.02040816326530612,0.18518518518518517,0.42857142857142855,0.05154639175257732,0.017094017094017096,0,5,36,10,2,0,1,0,0,0,0,27,84,194,117,28,49,450,14,33,2,0,0,41,118,196,117,28,B,2.477551020408163,3.7711111111111113,2.6,0.8896640796617271,1.1195982856053157,2.6530612244897958,3.4555555555555557,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,6,17,15,0,0,0,0,0,0,0,6,11,5,7,34,46,55,82,88,35,23,29,29,0.11787885198814474,0.17229815806260212,0.3867247874824428,0.07708278959886827,0.319538867579986,0.11896067316392082,0.1390940353777281,0.12348224753479513,0.034516724803199846,0.023076703133339906,0.002246732768498601,0.006099977565487304,0.030313999999999963,0.09360756781552682,0.11786999999999996,0.16189886340257797,0.1747111111111112,0.11305154277554005,0.43865444444444485,0.25488364005770703,0.19792888888888938,0.16677359340603082,0.04052155555555547,0.09352563409918696,0.01,NA,0.4,NA,0.4,NA,0.15,NA,0.0395,NA,5.0E-4,NA
1,6,500,5,90,0.5,-0.5,0.1,5,80,random,random-ea,4,20,1,categorical,0.1347517730496454,0.013157894736842105,0.1875,0.4788732394366197,0.054945054945054944,0.06140350877192982,0,6,34,10,7,0,0,0,0,1,0,32,71,182,114,24,76,423,12,51,11,2,0,44,123,193,116,24,B,2.8394736842105264,3.739952718676123,2.6,0.962636954909464,1.1113446974509975,2.473684210526316,3.382978723404255,3.244,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,11,13,15,26,0,0,0,0,0,0,0,2,13,5,4,14,51,62,70,64,60,18,34,26,0.0688298562639829,0.13747086485264673,0.3352744732523572,0.1423677937140704,0.31914244940981357,0.12257186805532173,0.21476770432530393,0.2020770783224261,0.05635388622247839,0.06559536279612113,0.005631630526064008,0.010750990781081958,0.0363615605780422,0.1041708110482513,0.11692874211559477,0.16105519586441816,0.1708489505801335,0.10799896670812419,0.43944414404135895,0.2549076203296529,0.19802508712879166,0.1661330865938815,0.03839151555607915,0.08965119085112161,0.01,NA,0.4,NA,0.4,NA,0.15,NA,0.0395,NA,5.0E-4,NA
1,7,500,5,90,0.5,-0.5,0.1,5,80,random,random-ea,4,20,1,categorical,0.10218978102189781,0.011363636363636364,0.125,0.41935483870967744,0.047337278106508875,0.03305785123966942,0,4,26,8,4,0,1,0,0,0,0,32,62,169,121,27,88,411,14,54,13,7,0,46,117,182,128,27,B,2.897727272727273,3.7883211678832116,2.6,1.0038623898024903,1.1321881056335346,2.5454545454545454,3.3309002433090025,3.194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,12,12,15,34,0,0,0,0,0,0,0,2,17,4,3,13,55,64,65,63,59,16,30,20,0.06892058709951883,0.13820800019769217,0.31431932468800466,0.15604853375864114,0.3067077314343715,0.1260257524352302,0.22759068315276954,0.2043713288506821,0.07620417203966302,0.10220352596194339,0.006257501585672479,0.01092504222568607,0.036919006189927835,0.10572551833094242,0.1116697654483193,0.15751099382625103,0.16585482787410438,0.10466510381533496,0.43396380156725467,0.2530861655555444,0.2099519424180216,0.1706322926381528,0.04164065650237228,0.09591112415348084,0.01,NA,0.4,NA,0.4,NA,0.15,NA,0.0395,NA,5.0E-4,NA
1,8,500,5,90,0.5,-0.5,0.1,5,80,random,random-ea,4,20,1,categorical,0.09245742092457421,0,0,0.4,0.047058823529411764,0.06015037593984962,0,0,22,8,8,0,0,0,0,0,0,27,55,170,133,26,88,411,10,58,13,7,0,37,114,183,140,26,B,2.9545454545454546,3.8360097323600972,3,0.9863428563513914,1.1027396351468142,2.7954545454545454,3.3138686131386863,3.226,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,10,12,19,34,0,0,0,0,0,0,0,2,10,10,2,15,72,57,82,58,45,19,20,19,0.05202519842545315,0.12024339790506955,0.31408428171020575,0.15558488059792733,0.318898951501517,0.12310694046700245,0.23170788678368892,0.20132491094859564,0.07702980582478547,0.10024532472935127,0.006253875754349697,0.010900089734239645,0.03192119597094972,0.0978268828340455,0.10118071435342886,0.14970441462314488,0.1618767256843232,0.0997457439926418,0.4442085704237025,0.24597681975208954,0.21979014193140362,0.16979271179468783,0.041022651636192224,0.09415427936319178,0.01,NA,0.4,NA,0.4,NA,0.15,NA,0.0395,NA,5.0E-4,NA
1,9,500,5,90,0.5,-0.5,0.1,5,80,random,random-ea,4,20,1,categorical,0.10287081339712918,0,0.3225806451612903,0.4,0.047058823529411764,0.008,0,10,24,8,1,0,0,0,0,0,0,31,60,170,125,32,81,418,6,61,10,4,0,37,122,180,129,32,B,2.950617283950617,3.8086124401913874,2.4,0.9634564756093519,1.1180757284935954,2.925925925925926,3.351674641148325,3.28,0,0,0,0,0,0,0,0,0,1,0,1,1,4,1,4,12,13,25,19,0,0,0,0,0,1,3,3,9,15,14,14,100,81,47,36,33,19,29,14,0.0373036543900603,0.09883680290996197,0.338451858590483,0.14316616198236634,0.3376258983105934,0.11111193267420126,0.21592246576878832,0.184216951575949,0.06547056547556909,0.08200190186709667,0.005225557464506168,0.010163882574251696,0.035324641148325314,0.10343545487023022,0.10741028708133943,0.15486807169372643,0.16258373205741575,0.10399236239915519,0.4318509569377994,0.25349018183994787,0.2169377990430627,0.17350108592515023,0.04589258373205741,0.10278091629976195,0.01,NA,0.4,NA,0.4,NA,0.15,NA,0.0395,NA,5.0E-4,NA
