combo-id,run_id,tick,n_agents,movement_saturation,signal_representation,relative_leader_influence,log_recruitment_strictness,log_desertion_strictness,social_influence,n_signals,new_signal_rate,leader_values,leader_election,leader_lifespan,population_composition,ea_bias,count_A_noneas,count_B_noneas,count_C_noneas,count_D_noneas,count_E_noneas,count_A_eas,count_B_eas,count_C_eas,count_D_eas,count_E_eas,count_eas,count_noneas,count_A,count_B,count_C,count_D,count_E,conversion_rate,desertion_rate,conversion_rate_A,conversion_rate_B,conversion_rate_C,conversion_rate_D,conversion_rate_E,converted_A,converted_B,converted_C,converted_D,converted_E,desertion_rate_A,desertion_rate_B,desertion_rate_C,desertion_rate_D,desertion_rate_E,deserted_A,deserted_B,deserted_C,deserted_D,deserted_E,leader_value_profile,cumsum_signals_eas,cumsum_signals_noneas,cumsum_signals,mean_seniority_eas,mean_seniority_noneas,mean_seniority,count_year1_eas,count_year1_noneas,count_year1,count_year2_eas,count_year2_noneas,count_year2,count_year3_eas,count_year3_noneas,count_year3,count_year4_eas,count_year4_noneas,count_year4,count_align_0_0.05_eas,count_align_0.05_0.1_eas,count_align_0.1_0.15_eas,count_align_0.15_0.2_eas,count_align_0.2_0.25_eas,count_align_0.25_0.3_eas,count_align_0.3_0.35_eas,count_align_0.35_0.4_eas,count_align_0.4_0.45_eas,count_align_0.45_0.5_eas,count_align_0.5_0.55_eas,count_align_0.55_0.6_eas,count_align_0.6_0.65_eas,count_align_0.65_0.7_eas,count_align_0.7_0.75_eas,count_align_0.75_0.8_eas,count_align_0.8_0.85_eas,count_align_0.85_0.9_eas,count_align_0.9_0.95_eas,count_align_0.95_1_eas,count_align_0_0.05_noneas,count_align_0.05_0.1_noneas,count_align_0.1_0.15_noneas,count_align_0.15_0.2_noneas,count_align_0.2_0.25_noneas,count_align_0.25_0.3_noneas,count_align_0.3_0.35_noneas,count_align_0.35_0.4_noneas,count_align_0.4_0.45_noneas,count_align_0.45_0.5_noneas,count_align_0.5_0.55_noneas,count_align_0.55_0.6_noneas,count_align_0.6_0.65_noneas,count_align_0.65_0.7_noneas,count_align_0.7_0.75_noneas,count_align_0.75_0.8_noneas,count_align_0.8_0.85_noneas,count_align_0.85_0.9_noneas,count_align_0.9_0.95_noneas,count_align_0.95_1_noneas,count_graduates_eas,count_graduates_noneas,count_graduates,mean_signals_eas,mean_signals_noneas,mean_signals_leader,sd_signals_eas,sd_signals_noneas,mean_signal_weight_3_eas,sd_signal_weight_3_eas,mean_signal_weight_2_eas,sd_signal_weight_2_eas,mean_signal_weight_3_noneas,sd_signal_weight_3_noneas,mean_signal_weight_2_noneas,sd_signal_weight_2_noneas,mean_signal_weight_3_leader,mean_signal_weight_2_leader,mean_signal_weight_1_eas,sd_signal_weight_1_eas,mean_signal_weight_0_eas,sd_signal_weight_0_eas,mean_signal_weight_neg1_eas,sd_signal_weight_neg1_eas,mean_signal_weight_neg2_eas,sd_signal_weight_neg2_eas,mean_signal_weight_1_noneas,sd_signal_weight_1_noneas,mean_signal_weight_0_noneas,sd_signal_weight_non0_eas,mean_signal_weight_neg1_noneas,sd_signal_weight_neg1_noneas,mean_signal_weight_neg2_noneas,sd_signal_weight_neg2_noneas,mean_signal_weight_1_leader,mean_signal_weight_0_leader,mean_signal_weight_neg1_leader,mean_signal_weight_neg2_leader
1,3,6,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,1,14,40,29,5,3,7,0,0,0,10,89,5,21,40,29,5,0.02247191011235955,0,0,0.14285714285714285,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,A,509,240,749,1.6,2.3707865168539324,2.29,0,27,27,5,24,29,4,16,20,1,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,0,0,0,0,0,0,0,2,11,4,3,6,31,8,9,5,3,2,5,0,0,0,0,0,1.66,-0.035955056179775284,2.4,0.9816687167205419,1.0753427267422613,0.15652985459498533,0.2356257894965886,0.37211043921333326,0.05033607213983141,0.011853932584269658,0.05253801666018914,0.08843258426966293,0.13880019958009043,0.4986015859843351,0.299160951590601,0.32756386974924506,0.12211615486048168,0.11118494325600126,0.05188188651024223,0.03153092809351848,0.014091911984410534,0.0010799650929165696,9.682636561718026E-5,0.1676966292134832,0.10597238110324082,0.4060606741573032,0.2698855593403424,0.22149438202247188,0.1645974686094083,0.10446179775280905,0.11400317629707632,0.15193602553838273,0.03917154449396853,0.01015019259175279,9.796998009597938E-4
1,3,7,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,1,12,40,29,5,3,9,0,0,0,12,87,5,21,40,29,5,0.022988505747126436,0.08333333333333333,0,0.08333333333333333,0.025,0,0,0,1,1,0,0,0,0.08333333333333333,0,0,0,0,1,0,0,0,A,620,208,828,1.9166666666666667,2.867816091954023,2.75,1,26,27,5,24,29,4,16,20,2,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,1,0,0,0,0,0,0,0,2,12,7,0,9,25,12,8,2,5,2,3,0,0,3,21,24,1.7,-0.08275862068965517,2.2,0.9260815939451921,1.099875034434079,0.1318754017837044,0.22001297811722442,0.378394124884986,0.048630908661886435,0.01189655172413793,0.0531446434507375,0.08127011494252866,0.13192456892935422,0.4986015859843351,0.299160951590601,0.34039042500114763,0.11454965735903966,0.11477455835573841,0.04834390073962795,0.03344805874185936,0.013431670571820252,0.0011174312325640528,1.3147446049687484E-4,0.1623563218390804,0.10103199781090472,0.41194712643678144,0.2701337785888131,0.22567816091954018,0.16411701683610722,0.10685172413793105,0.11420089893148927,0.15193602553838273,0.03917154449396853,0.01015019259175279,9.796998009597938E-4
1,3,8,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,3,17,39,25,5,2,7,1,0,0,10,89,6,24,40,25,5,0.033707865168539325,0,0,0.11764705882352941,0.02564102564102564,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,A,707,249,956,2.25,2.337078651685393,2.315,0,24,24,1,26,27,5,23,29,4,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,5,0,0,0,0,0,0,0,1,3,6,6,2,4,16,22,9,4,4,9,3,0,0,0,0,0,1.42,0.13707865168539327,2.6,1.089654504315707,1.1823002109637895,0.10694130836397782,0.20376636508828147,0.34537152592379267,0.12349562454279568,0.023292584216207855,0.08965341364183041,0.10669240343622272,0.1520365236026534,0.4979971878775086,0.3018476518263995,0.3259770072706483,0.12892234067560873,0.1742918251609053,0.18949676987070926,0.04325418795196969,0.03186903257806294,0.00416414532870626,0.00940444795260759,0.17650436091607166,0.11392598056117151,0.3950788947663728,0.2740968942438666,0.2037197936169772,0.1653932530426262,0.09471196304814747,0.11378026493259266,0.15112245691020265,0.037173691450667935,0.010888905257208313,9.701066780128907E-4
1,3,9,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,3,15,38,25,5,2,9,2,0,0,13,86,6,24,40,25,5,0.03488372093023256,0.07692307692307693,0.3333333333333333,0.13333333333333333,0,0,0,1,2,0,0,0,0,0,0.02631578947368421,0,0,0,0,1,0,0,A,807,294,1101,2.3461538461538463,2.8488372093023258,2.77,2,22,24,1,26,27,5,23,29,5,15,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,4,0,0,0,0,0,0,1,0,3,4,5,4,7,17,19,6,6,3,8,3,0,0,5,15,20,1.2769230769230768,0.10465116279069768,3,1.02328656036097,1.198572089135287,0.08472350210012339,0.18170263512563808,0.33149210323764144,0.14547080511018196,0.02375627901444769,0.09118643302982994,0.10087934774213737,0.14759439063831226,0.4979971878775086,0.3018476518263995,0.31916227326138735,0.13075504723052783,0.21044471086621697,0.21999504939862546,0.048013530745028524,0.037803972959752845,0.006163879789602351,0.011952563766855683,0.17196381536663224,0.11046942554415391,0.39723280970008346,0.2743518192224429,0.20851234455710424,0.16607273734103586,0.0976554036195945,0.11461233728812628,0.15112245691020265,0.037173691450667935,0.010888905257208313,9.701066780128907E-4
1,3,10,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,6,15,39,24,5,2,7,1,0,0,10,89,9,22,40,24,5,0.033707865168539325,0,0.5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,886,364,1250,2.2,2.550561797752809,2.51,0,20,20,3,21,24,2,25,27,5,23,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,2,0,0,0,0,0,0,0,1,1,3,6,7,10,6,14,17,3,5,5,11,0,0,0,0,0,0,1.18,0.1752808988764045,2.6,1.1008345628176281,1.2505206932519932,0.10701780314010578,0.2037072918958577,0.35510658865800504,0.12960666640030064,0.03991928570121109,0.12448012631416991,0.10737959657947686,0.14960186200330444,0.4979971878775086,0.3018476518263995,0.31058430835810624,0.12123657562146506,0.18069468618325207,0.19025658217430566,0.042031819133652795,0.03471555729485734,0.004564794526877987,0.01028211356386794,0.1707779459324412,0.10881244416618095,0.39076101581092837,0.27854241311890576,0.19877358401888956,0.16596077151104,0.09238857195705262,0.11352224677367341,0.15112245691020265,0.037173691450667935,0.010888905257208313,9.701066780128907E-4
1,3,11,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,3,15,39,24,5,5,7,1,0,0,13,86,9,22,40,24,5,0.011627906976744186,0,0,0.06666666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,993,407,1400,2.3076923076923075,3.058139534883721,2.955,1,19,20,4,20,24,2,25,27,6,22,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,3,3,0,0,0,0,0,0,0,2,3,4,4,6,18,11,12,8,3,4,10,1,0,0,7,22,29,1.4615384615384615,0.08139534883720931,2.6,1.061792751036588,1.1945399898667717,0.1968238730162439,0.24531204717769256,0.34721183862398663,0.11904091453664314,0.023869958458230076,0.09116319005064948,0.10066028018108653,0.14770050835706644,0.4979971878775086,0.3018476518263995,0.2695788104194572,0.12342080081908541,0.14851052622749392,0.17922244555967376,0.03385237042661631,0.032943726678771365,0.004022581286202039,0.009692560947958331,0.17150275799985193,0.11064477739714647,0.4030003535717747,0.2753684975585511,0.20535870904280434,0.1649651066442107,0.09560794074625216,0.11415364108581531,0.15112245691020265,0.037173691450667935,0.010888905257208313,9.701066780128907E-4
1,3,12,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,6,16,40,25,5,2,5,0,0,0,7,92,9,21,40,25,5,0.06521739130434782,0,0,0.375,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1058,493,1551,1.9285714285714286,2.4130434782608696,2.365,0,29,29,1,19,20,4,19,24,2,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,1,3,2,4,3,4,10,21,11,9,4,4,10,6,0,0,0,0,1.6,0.20869565217391303,1.8,0.8471405189362209,1.2576261635721944,0.1490214015343769,0.23667115346997833,0.3871782439157822,0.06220384159505586,0.038840395950084615,0.12255627465731711,0.10887265321275481,0.1507187013804756,0.49513666507123916,0.30001910462518994,0.31447731811288565,0.11305590444766364,0.12038474789586814,0.05594733714484148,0.027654136469130015,0.01241810799400147,0.0012841520719569014,3.0700827337265383E-4,0.1724917085650789,0.10980580735862502,0.3894318522518765,0.27769417376066646,0.19837335845305618,0.1656101844918343,0.09199003156714872,0.11291522269153167,0.15495060389187995,0.03955766372035058,0.009340518232812768,9.95444458527492E-4
1,3,13,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,6,10,40,25,5,2,11,0,0,0,13,86,9,21,40,25,5,0.11627906976744186,0,0.5,0.6,0.025,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,A,1171,541,1712,1.7692307692307692,2.953488372093023,2.785,3,26,29,2,18,20,5,18,24,3,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,0,0,0,2,2,2,4,3,7,8,8,23,6,6,4,5,6,0,3,24,27,1.5846153846153845,0.08837209302325581,1.8,0.8458041235325207,1.2220219597379796,0.08464550014609663,0.18160346916717954,0.39467114401138453,0.04605236215139085,0.04085205153680561,0.12656025559523654,0.08852511848546069,0.13377778702425608,0.49513666507123916,0.30001910462518994,0.35163182996095926,0.09092233828633071,0.13523018609654805,0.04370707005681524,0.032633965968582104,0.010278864003566169,0.001187373816429362,2.8512948834312404E-4,0.15657382635414985,0.09474924739347054,0.40621986945308636,0.2796149924646463,0.20946264355546745,0.1656954386300884,0.09836649061502976,0.11410108453782948,0.15495060389187995,0.03955766372035058,0.009340518232812768,9.95444458527492E-4
1,3,14,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,4,9,34,29,3,5,14,1,0,0,20,79,10,23,35,29,3,0.08860759493670886,0,0.25,0.5555555555555556,0.029411764705882353,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,A,1338,533,1871,1.55,2.2531645569620253,2.11,0,27,27,8,21,29,6,14,20,6,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,10,0,0,0,0,0,0,1,0,6,2,5,10,5,8,16,12,4,3,3,4,0,0,0,0,1.49,-0.030379746835443037,2,0.9265445744727275,1.2336601509802796,0.13141352647865143,0.21555005435846197,0.3594398815236153,0.09347095799941968,0.030950334584370697,0.1091127945797476,0.08406531885759017,0.1291321051116842,0.49513666507123916,0.30001910462518994,0.3189947488351427,0.11788697717681802,0.15224939855136094,0.13959634499957982,0.03541202348778094,0.025508473915398917,0.0024904211234486177,0.006291685651746278,0.1599411274235049,0.09121965188272717,0.39525707307551156,0.26999639433877914,0.22448464994645817,0.16301066284006235,0.10530149611256406,0.10823577849431508,0.15495060389187995,0.03955766372035058,0.009340518232812768,9.95444458527492E-4
1,3,15,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,3,4,33,29,3,6,19,2,0,0,27,72,10,23,35,29,3,0.041666666666666664,0,0,0.75,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1538,480,2018,1.7777777777777777,2.75,2.485,3,24,27,8,21,29,9,11,20,7,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,12,6,0,0,0,0,0,0,1,3,1,4,11,3,6,6,24,5,2,3,2,1,0,8,16,24,1.348148148148148,-0.18888888888888888,2,0.9949013190285535,1.1885661823359392,0.11790616818335341,0.20545080389907575,0.3536411434081439,0.10729204430742588,0.026181617113406733,0.09960192144772467,0.06001611374652254,0.09994434028290426,0.49513666507123916,0.30001910462518994,0.3165578898593704,0.11812613057401489,0.17034578701634123,0.16204723332705834,0.0382575483154375,0.02975784759812515,0.003291463217353665,0.007846643720453267,0.1439631814785679,0.06928439937045659,0.41299178851340845,0.2691536191738353,0.24176093535791937,0.1602439157571776,0.1150863637901745,0.108460465466708,0.15495060389187995,0.03955766372035058,0.009340518232812768,9.95444458527492E-4
1,3,16,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,5,10,31,27,4,4,16,2,0,0,22,77,10,26,33,27,4,0.025974025974025976,0,0,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1692,486,2178,1.8863636363636365,2.2467532467532467,2.155,0,24,24,6,21,27,8,21,29,8,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,10,5,0,0,0,0,0,0,0,2,2,5,4,10,13,1,10,16,1,5,7,1,0,0,0,0,1.3909090909090909,0.007792207792207792,2.2,0.9394069429718687,1.2777916979604385,0.09835355737555727,0.1915188056122277,0.35124418871825036,0.11634153806976019,0.037972727272727255,0.12263973409132313,0.09359090909090909,0.13717851717438367,0.4969558058921019,0.29897935732519926,0.31554895503293184,0.11755200614477268,0.18963615127168046,0.17408063521526987,0.04131346794604784,0.034143078216173274,0.003903679655532216,0.009064587364632053,0.16285714285714292,0.09762114124535283,0.37609220779220726,0.2718851401091402,0.2229220779220779,0.1688211850819308,0.10656493506493507,0.11379714033757128,0.1542870353249456,0.03847100933664185,0.0102992583433305,0.0010075337777807095
1,3,17,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,5,8,31,27,4,4,18,2,0,0,24,75,10,26,33,27,4,0.04,0,0.2,0.25,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1870,475,2345,2.2708333333333335,2.78,2.645,2,22,24,6,21,27,8,21,29,8,11,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,12,3,0,0,0,0,0,0,1,1,1,7,8,7,13,8,11,5,3,3,7,0,0,9,11,20,1.3,-0.029333333333333333,2.6,0.9491260907458261,1.2567223872619133,0.09081559153833146,0.18409405615203317,0.35773819725486994,0.11354640953644014,0.03871866666666666,0.12419860152119197,0.08542000000000001,0.12931124823045717,0.4969558058921019,0.29897935732519926,0.3203772887944321,0.11574448879937958,0.1849622730442191,0.16372567150789724,0.042217212483802384,0.0367355562878105,0.0038894368843451935,0.009318732376286897,0.15653333333333333,0.09070286108502315,0.38212133333333287,0.27294872763417893,0.2278133333333333,0.16833699255678491,0.10939333333333337,0.11396327328423689,0.1542870353249456,0.03847100933664185,0.0102992583433305,0.0010075337777807095
1,3,18,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,7,11,30,25,8,1,16,1,0,0,18,81,9,27,31,25,8,0.024691358024691357,0,0,0.18181818181818182,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1997,470,2467,2.3333333333333335,2.5185185185185186,2.47,0,20,20,4,20,24,7,20,27,7,21,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,9,3,0,0,0,0,0,0,0,0,5,3,5,14,12,5,12,8,2,6,6,3,0,0,0,0,1.3222222222222222,0.007407407407407408,2.2,0.8588963100460597,1.2906535471062206,0.037148373789440914,0.11459284343739295,0.38150167763751863,0.09610042027207902,0.04843580246913576,0.13982480762425697,0.10033950617283952,0.14255248654356428,0.4923949391873724,0.2979268926571709,0.3562515254080203,0.09783963434181936,0.17948622965145025,0.139923511032245,0.04283238848259765,0.03095407026836762,0.0027798050309721617,0.006841000888182079,0.1585185185185185,0.10469134528592983,0.34874691358024645,0.2765818812243582,0.2284506172839506,0.18174495531063362,0.1155086419753087,0.12887886094849965,0.15911422723577048,0.04139199620647363,0.008112518506690718,0.0010594262065217713
1,3,19,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,7,9,30,25,8,1,18,1,0,0,20,79,9,27,31,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2140,460,2600,2.65,3.0443037974683542,2.95,1,19,20,5,19,24,7,20,27,7,21,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,12,0,0,0,0,0,0,0,0,1,3,8,5,11,9,14,6,5,5,5,6,1,0,8,21,29,1.26,0.002531645569620253,2.6,0.8362977576162332,1.2635031757028732,0.03431291274501894,0.10802690961596535,0.38501728737425495,0.09260160569085486,0.04940886075949365,0.14146888412965805,0.092753164556962,0.13594670131647743,0.4923949391873724,0.2979268926571709,0.3609353213988506,0.09713102913282855,0.17421663356030792,0.13553752921253892,0.042872110550850565,0.030622160305174475,0.0026457343707170333,0.0064234885404171735,0.1524050632911393,0.09853042208677745,0.35377848101265774,0.27824547070328715,0.23323417721518974,0.18149259777663607,0.11842025316455697,0.12918170305837934,0.15911422723577048,0.04139199620647363,0.008112518506690718,0.0010594262065217713
1,3,20,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,6,13,35,23,10,1,11,0,0,0,12,87,7,25,35,23,10,0.04597701149425287,0,0.16666666666666666,0.07692307692307693,0.05714285714285714,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,B,2227,468,2695,2.5,2.3448275862068964,2.35,0,29,29,1,19,20,5,19,24,6,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,4,0,0,0,0,0,0,0,0,0,4,4,11,3,8,12,12,16,7,4,6,0,0,0,0,1.2833333333333334,0.041379310344827586,1.2,0.8252717408997375,1.2436522440695565,0.05008611241585626,0.1380256420838177,0.395457482630106,0.03902296059780829,0.040143678160919516,0.12596622166385424,0.09952298850574706,0.14501066336183488,0.010232749125437746,0.4151894075501377,0.3784756548840436,0.0788331353782246,0.13667877161073,0.037509687657099965,0.03816309152853402,0.010954797482230518,0.001138886930730148,1.2634825548171085E-4,0.15862068965517245,0.11037907635595277,0.3642344827586202,0.28214222408400075,0.22383333333333344,0.18271418884750448,0.11364482758620692,0.13304071483696414,0.37688264886344064,0.16412782564242495,0.03228462601656264,0.0012827428019963377
1,3,21,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,5,12,33,23,10,2,12,2,0,0,16,83,7,25,35,23,10,0.10843373493975904,0,0.2,0.5,0.030303030303030304,0.043478260869565216,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,B,2325,471,2796,2.5,2.86144578313253,2.79,1,28,29,3,17,20,6,18,24,6,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,6,4,0,0,0,0,0,0,0,0,0,3,3,6,4,11,8,10,18,7,8,5,0,7,20,27,1.1625,-0.004819277108433735,1.4,0.9865391495885428,1.229656054819421,0.06984403770171756,0.16323435097393899,0.3412505541854728,0.1330036542259615,0.0356927710843373,0.11836106477394735,0.09540361445783127,0.14244734709391202,0.010232749125437746,0.4151894075501377,0.3345565467363181,0.12754297539936849,0.20221382210954597,0.20459357263836517,0.04752344486579731,0.03246599865690808,0.004611594401148308,0.00955053621540204,0.1567469879518073,0.10966532717645702,0.3626325301204816,0.2808780861775087,0.2311325301204819,0.183641237669508,0.11839156626506026,0.13437426456276957,0.37688264886344064,0.16412782564242495,0.03228462601656264,0.0012827428019963377
1,3,22,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,3,13,34,17,14,3,11,3,1,0,18,81,6,25,37,18,14,0.024691358024691357,0,0,0.15384615384615385,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2431,440,2871,1.7777777777777777,2.234567901234568,2.14,0,27,27,5,24,29,5,14,20,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,6,2,0,0,0,0,0,0,0,0,1,2,13,5,1,11,3,17,13,7,6,2,0,0,0,0,1.0222222222222221,-0.07407407407407407,1.8,1.180152130526407,1.1792111998727743,0.08910105241747324,0.1835143510005807,0.2995245804773343,0.1582596464945784,0.024443209876543203,0.09396204544691383,0.09285802469135798,0.1454322272264624,0.01,0.4,0.29756835268855336,0.14366876637754364,0.2253057674295239,0.2345060413498007,0.07151371622594156,0.09137741840711476,0.016986530761173464,0.04826042936182193,0.15246913580246918,0.11921389248109397,0.3682506172839501,0.28886143482795373,0.23609259259259255,0.19203731914511937,0.12588641975308648,0.14733739490798528,0.4,0.15,0.0395,5.0E-4
1,3,23,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,3,11,34,17,14,3,13,3,1,0,20,79,6,25,37,18,14,0.02531645569620253,0.05,0,0.09090909090909091,0.029411764705882353,0,0,0,1,1,0,0,0,0.09090909090909091,0,0,0,0,1,0,0,0,B,2547,395,2942,2.15,2.7278481012658227,2.6,1,26,27,5,24,29,5,14,20,9,15,24,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,7,2,0,0,0,0,0,0,0,0,4,1,11,7,3,7,18,6,10,6,6,0,0,9,15,24,1.04,-0.10632911392405063,2,1.1184404726712502,1.185288605878911,0.08069268276789802,0.17404390398247013,0.31125821858077013,0.15523256392420282,0.02480886075949367,0.09513024161221453,0.08508227848101262,0.13861002827476704,0.01,0.4,0.30435174135439047,0.14360727529805048,0.21662053252948915,0.22651245308278628,0.07222377947506102,0.09240926257724136,0.01485304529239124,0.04389914603512957,0.1462025316455696,0.1138662485445585,0.37377594936708813,0.29039309795039575,0.24106962025316464,0.19185372255995026,0.1290607594936709,0.14782287947693237,0.4,0.15,0.0395,5.0E-4
1,3,24,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,5,13,31,23,15,2,6,3,1,0,12,87,7,20,34,24,15,0.011494252873563218,0,0,0,0.03225806451612903,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,2607,359,2966,2.0416666666666665,2.310344827586207,2.275,0,24,24,3,24,27,4,25,29,5,14,20,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,6,2,0,0,0,0,0,0,0,0,0,0,2,8,4,7,8,8,24,7,8,11,0,0,0,0,0,0,0.6833333333333333,-0.11954022988505747,2,1.2952542668600666,1.267989362395211,0.08853716070842127,0.18551566782789827,0.25993754398966856,0.1823164706687713,0.033948461879836585,0.11584618704506944,0.09571962296797168,0.14472958924812931,0.01,0.4,0.25440998255595365,0.14426764779923346,0.2750730886877445,0.26444374117117314,0.09843188256564704,0.12521263872140626,0.023610341492564958,0.05301205184483791,0.15099951350398758,0.11462962772795943,0.3342251673544669,0.2796515766778172,0.24984777855416732,0.19452000421147522,0.13525945573956963,0.1466893858278197,0.4,0.15,0.0395,5.0E-4
1,3,25,100,5,categorical,50,0.5,-0.5,0.25,5,100,value-profile-A,most-aligned,100,normal-narrow,1.5,5,13,30,23,15,2,6,4,1,0,13,86,7,20,34,24,15,0.03488372093023256,0,0,0.15384615384615385,0,0.043478260869565216,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,B,2659,306,2965,2.423076923076923,2.813953488372093,2.76,0,24,24,4,23,27,4,25,29,5,14,20,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,6,2,0,0,0,0,0,0,0,0,0,0,1,5,7,7,6,14,19,10,7,10,0,0,0,6,14,20,0.676923076923077,-0.14186046511627906,1.8,1.251345429773644,1.277696893286513,0.08180139994720931,0.17711166980644408,0.24337528592054186,0.1899602056855384,0.03422693236681145,0.11649634989391836,0.09660008370015741,0.1453438970523553,0.01,0.4,0.24052314514974416,0.14473612277009706,0.30171179921876196,0.27652380491110096,0.10922779624718999,0.12830585657761873,0.02336057351655267,0.04796165393899791,0.1513599729633362,0.11525234154349598,0.3299719716260304,0.2784470259672132,0.251357636444332,0.19514743319487998,0.13648340289933208,0.14710221910655563,0.4,0.15,0.0395,5.0E-4
